\\\\Hourly Zonal Demand Report,,,,,,,,,,,,,,
\\\\Created at 2021-01-19 08:01:29,,,,,,,,,,,,,,
\\\\For 2021,,,,,,,,,,,,,,
Date,Hour,Ontario Demand,Northwest,Northeast,Ottawa,East,Toronto,Essa,Bruce,Southwest,Niagara,West,Zone Total,Diff
2021-01-06,16,17618,498,1285,1152,1089,6461,1173,104,3396,525,1951,17633,15
2021-01-06,17,18238,486,1348,1225,1185,6570,1235,110,3552,542,1999,18252,14
2021-01-06,18,19369,504,1402,1330,1282,6896,1346,115,3751,573,2047,19249,-121
2021-01-06,19,18696,514,1370,1263,1242,6786,1317,115,3639,553,1951,18750,54
2021-01-06,20,18124,523,1370,1219,1195,6575,1277,110,3586,551,1895,18300,176
2021-01-06,21,17644,547,1348,1179,1142,6365,1217,107,3476,538,1850,17771,127
2021-01-06,22,17133,552,1327,1149,1088,6110,1149,107,3345,529,1772,17128,-5
2021-01-06,23,16169,548,1329,1082,1008,5771,1061,101,3153,491,1656,16202,32
2021-01-06,24,15126,533,1283,998,939,5393,975,97,2939,456,1544,15158,32
2021-01-07,1,14453,518,1257,940,912,5133,920,93,2803,417,1517,14510,57
2021-01-07,2,14068,514,1241,907,896,4926,878,91,2725,419,1501,14098,30
2021-01-07,3,13784,514,1239,889,876,4810,859,92,2702,406,1487,13875,90
2021-01-07,4,13702,524,1248,875,877,4766,856,92,2692,412,1477,13818,117
2021-01-07,5,13767,523,1261,888,895,4796,875,93,2736,422,1497,13984,217
2021-01-07,6,14320,512,1223,947,946,4986,926,94,2808,411,1565,14418,98
2021-01-07,7,15305,523,1231,1023,1022,5346,1013,99,2954,442,1705,15358,53
2021-01-07,8,16530,519,1287,1115,1100,5830,1124,103,3207,484,1869,16638,107
2021-01-07,9,17182,541,1329,1170,1148,6151,1169,106,3354,509,1933,17409,228
2021-01-07,10,17541,549,1314,1161,1133,6322,1117,105,3457,520,1941,17619,78
2021-01-07,11,17457,545,1273,1168,1109,6430,1044,107,3464,534,1930,17603,146
2021-01-07,12,17386,522,1263,1167,1084,6465,1001,108,3464,544,1880,17498,112
2021-01-07,13,17161,502,1259,1189,1062,6416,977,106,3400,552,1835,17298,137
2021-01-07,14,16891,482,1215,1132,1055,6328,956,104,3380,550,1799,17000,110
2021-01-07,15,16651,483,1239,1118,1062,6213,975,104,3333,541,1775,16844,194
2021-01-07,16,16822,478,1263,1158,1102,6274,1065,107,3339,535,1799,17120,298
2021-01-07,17,17777,485,1361,1234,1209,6434,1208,104,3505,546,1906,17992,215
2021-01-07,18,19178,505,1436,1338,1309,6835,1371,107,3759,579,2012,19251,73
2021-01-07,19,18988,522,1426,1306,1287,6802,1368,115,3706,571,1942,19044,57
2021-01-07,20,18451,528,1473,1264,1250,6579,1330,112,3626,572,1896,18629,178
2021-01-07,21,17880,552,1492,1232,1205,6389,1284,110,3501,545,1850,18159,279
2021-01-07,22,17384,566,1473,1166,1158,6141,1230,106,3367,512,1773,17491,106
2021-01-07,23,16353,583,1437,1081,1077,5870,1149,100,3170,508,1659,16634,282
2021-01-07,24,15377,576,1397,1020,1006,5522,1068,99,3015,478,1554,15736,359
2021-01-08,1,14853,568,1324,942,964,5223,1016,99,2935,461,1515,15048,195
2021-01-08,2,14612,574,1294,934,938,5045,992,99,2889,452,1504,14723,111
2021-01-08,3,14434,570,1309,923,932,4976,981,99,2867,425,1492,14574,140
2021-01-08,4,14454,564,1348,932,932,4970,984,100,2829,423,1476,14559,106
2021-01-08,5,14575,573,1349,942,945,5002,1009,102,2885,426,1490,14724,148
2021-01-08,6,14984,565,1365,1000,994,5161,1064,105,3016,449,1549,15269,284
2021-01-08,7,16196,583,1326,1090,1090,5505,1156,109,3230,481,1722,16292,96
2021-01-08,8,17543,603,1370,1177,1164,6029,1261,116,3485,525,1885,17615,72
2021-01-08,9,18192,630,1408,1178,1187,6353,1298,119,3592,551,1942,18257,65
2021-01-08,10,18257,636,1385,1143,1095,6467,1208,120,3595,571,1954,18173,-84
2021-01-08,11,17831,627,1323,1120,923,6485,1102,117,3608,561,1953,17819,-11
2021-01-08,12,17604,619,1299,1108,813,6516,1057,116,3569,566,1959,17623,19
2021-01-08,13,17388,610,1290,1101,765,6476,1030,114,3479,571,1944,17380,-8
2021-01-08,14,16998,603,1263,1092,756,6373,1004,112,3422,565,1897,17087,89
2021-01-08,15,16796,600,1250,1096,801,6341,1022,112,3369,560,1874,17025,229
2021-01-08,16,16996,592,1275,1126,947,6330,1108,115,3374,552,1861,17279,283
2021-01-08,17,17786,590,1351,1216,1154,6459,1236,115,3551,563,1909,18143,357
2021-01-08,18,19069,605,1418,1321,1289,6808,1387,118,3770,585,1994,19296,227
2021-01-08,19,19084,606,1408,1286,1269,6781,1381,117,3733,571,1942,19094,10
2021-01-08,20,18435,633,1398,1230,1228,6596,1338,112,3660,555,1899,18649,214
2021-01-08,21,18055,641,1417,1200,1178,6417,1289,111,3536,547,1840,18175,120
2021-01-08,22,17447,633,1425,1149,1126,6180,1223,109,3362,523,1763,17492,45
2021-01-08,23,16459,626,1412,1094,1070,5845,1144,104,3239,486,1651,16671,211
2021-01-08,24,15583,608,1386,1029,1017,5505,1052,102,3011,453,1540,15702,119
2021-01-09,1,14891,591,1370,982,980,5216,991,99,2864,434,1510,15037,146
2021-01-09,2,14427,583,1357,940,951,5006,950,99,2761,424,1503,14574,147
2021-01-09,3,14136,570,1351,924,939,4849,933,100,2757,417,1494,14334,197
2021-01-09,4,14014,545,1353,929,932,4768,928,101,2726,419,1480,14181,168
2021-01-09,5,14041,538,1307,933,950,4777,929,102,2674,423,1511,14143,103
2021-01-09,6,14268,533,1253,955,981,4845,953,102,2703,428,1575,14327,59
2021-01-09,7,14872,535,1265,994,1027,4975,1001,106,2799,441,1684,14828,-44
2021-01-09,8,15597,556,1293,1041,1082,5144,1069,112,2897,463,1786,15444,-153
2021-01-09,9,15934,574,1345,1060,1112,5291,1117,115,3014,472,1814,15914,-20
2021-01-09,10,16120,578,1346,1081,1090,5501,1102,115,3096,484,1789,16183,63
2021-01-09,11,16095,589,1357,1058,992,5682,1018,117,3082,487,1757,16138,43
2021-01-09,12,15932,596,1353,1078,880,5761,966,115,3092,491,1714,16045,113
2021-01-09,13,15879,596,1350,1041,810,5743,953,114,3111,504,1710,15931,52
2021-01-09,14,15655,590,1309,1034,794,5684,949,113,3089,485,1677,15724,69
2021-01-09,15,15557,584,1297,1052,871,5614,975,111,3045,483,1661,15694,137
2021-01-09,16,15869,580,1290,1090,1021,5633,1055,111,3062,490,1741,16072,203
2021-01-09,17,16778,590,1351,1184,1159,5839,1187,113,3156,521,1845,16944,165
2021-01-09,18,18157,604,1391,1289,1263,6262,1329,117,3420,564,1946,18184,28
2021-01-09,19,18020,611,1378,1248,1227,6314,1313,116,3395,547,1877,18027,7
2021-01-09,20,17456,603,1383,1171,1171,6133,1254,111,3328,532,1802,17488,32
2021-01-09,21,16976,598,1425,1127,1130,5929,1196,109,3244,511,1736,17005,28
2021-01-09,22,16416,611,1413,1080,1082,5718,1143,107,3116,485,1674,16430,14
2021-01-09,23,15668,605,1389,1050,1025,5454,1067,103,2936,451,1596,15677,9
2021-01-09,24,14861,592,1351,975,969,5175,1000,99,2771,424,1521,14877,16
2021-01-10,1,14365,581,1314,946,936,4942,946,96,2638,405,1490,14293,-71
2021-01-10,2,13974,579,1281,935,906,4716,907,95,2549,387,1494,13849,-124
2021-01-10,3,13797,578,1258,903,909,4606,894,96,2570,391,1495,13699,-98
2021-01-10,4,13718,579,1242,899,919,4527,896,97,2577,389,1496,13620,-97
2021-01-10,5,13504,579,1247,880,935,4497,908,98,2604,395,1508,13652,147
2021-01-10,6,13682,570,1198,897,963,4591,930,102,2581,401,1545,13778,95
2021-01-10,7,14189,585,1164,931,1009,4693,970,105,2668,414,1650,14189,0
2021-01-10,8,14841,603,1205,958,1063,4828,1027,110,2756,434,1732,14716,-125
2021-01-10,9,15248,616,1265,999,1088,5010,1074,111,2865,447,1763,15238,-10
2021-01-10,10,15664,628,1307,1036,1070,5251,1088,113,3027,458,1779,15757,94
2021-01-10,11,15969,637,1343,1064,1033,5486,1117,115,3068,476,1736,16075,105
2021-01-10,12,16177,630,1327,1085,1001,5670,1143,113,3130,490,1687,16277,100
2021-01-10,13,16250,609,1320,1100,987,5781,1156,113,3137,505,1674,16382,132
2021-01-10,14,16167,602,1313,1102,966,5764,1151,113,3096,501,1668,16274,107
2021-01-10,15,16115,594,1314,1101,985,5722,1145,112,3094,503,1736,16304,189
2021-01-10,16,16501,610,1333,1128,1071,5757,1166,112,3128,512,1830,16648,146
2021-01-10,17,17363,629,1385,1205,1209,5918,1250,115,3277,537,1921,17446,83
2021-01-10,18,18461,648,1413,1302,1302,6270,1362,120,3520,568,1991,18494,33
2021-01-10,19,18069,652,1404,1265,1253,6281,1317,116,3511,553,1892,18243,175
2021-01-10,20,17564,642,1382,1208,1194,6130,1251,114,3368,529,1823,17642,79
2021-01-10,21,16998,636,1360,1162,1141,5947,1190,114,3295,513,1760,17118,120
2021-01-10,22,16437,625,1393,1101,1075,5753,1122,111,3200,491,1707,16578,142
2021-01-10,23,15754,614,1362,1030,1000,5494,1039,109,3073,471,1626,15818,64
2021-01-10,24,14941,595,1317,960,936,5214,958,105,2966,446,1529,15027,86
2021-01-11,1,14344,577,1270,905,903,4963,909,101,2827,430,1501,14387,43
2021-01-11,2,13915,560,1251,864,884,4787,880,99,2766,419,1490,14000,84
2021-01-11,3,13783,537,1213,859,878,4727,866,99,2759,415,1485,13838,56
2021-01-11,4,13710,530,1200,857,877,4714,863,98,2770,413,1499,13822,112
2021-01-11,5,13876,528,1170,878,891,4737,879,99,2788,415,1553,13939,62
2021-01-11,6,14337,518,1129,924,931,4901,934,102,2909,424,1626,14397,60
2021-01-11,7,15584,524,1169,1018,1032,5283,1022,105,3147,450,1778,15528,-56
2021-01-11,8,16698,535,1255,1098,1112,5783,1121,107,3404,492,1921,16828,130
2021-01-11,9,17221,558,1274,1140,1147,6097,1166,108,3494,518,1981,17482,261
2021-01-11,10,17418,559,1263,1159,1126,6186,1136,107,3504,532,1961,17532,114
2021-01-11,11,17179,558,1258,1159,1090,6210,1101,105,3560,525,1941,17508,329
2021-01-11,12,17309,569,1264,1133,1055,6334,1119,93,3588,539,1966,17659,351
2021-01-11,13,17695,571,1265,1114,1063,6442,1143,89,3604,543,1991,17826,131
2021-01-11,14,17770,564,1251,1101,1085,6490,1130,96,3609,541,1951,17820,50
2021-01-11,15,17422,555,1245,1122,1122,6448,1144,99,3547,540,1926,17748,326
2021-01-11,16,17951,545,1262,1160,1135,6518,1178,98,3606,532,1960,17995,44
2021-01-11,17,18593,524,1309,1231,1226,6693,1238,100,3692,549,1995,18557,-36
2021-01-11,18,19114,513,1339,1294,1293,6917,1335,101,3846,562,2036,19237,123
2021-01-11,19,18524,519,1307,1254,1252,6797,1297,100,3808,549,1915,18798,274
2021-01-11,20,18186,515,1310,1209,1212,6584,1235,97,3717,564,1841,18284,99
2021-01-11,21,17538,527,1370,1155,1159,6346,1181,95,3566,538,1780,17717,179
2021-01-11,22,16892,544,1331,1092,1087,6068,1117,95,3384,511,1736,16966,74
2021-01-11,23,15800,534,1277,1022,1011,5723,1036,91,3114,480,1622,15907,107
2021-01-11,24,14744,520,1247,930,941,5372,963,92,2990,448,1518,15020,276
2021-01-12,1,14339,511,1203,883,896,5088,916,95,2909,440,1501,14442,103
2021-01-12,2,14076,503,1198,856,879,4890,878,94,2870,437,1505,14112,36
2021-01-12,3,13930,496,1191,862,866,4802,862,96,2848,423,1510,13955,25
2021-01-12,4,13750,494,1202,843,860,4765,857,97,2810,431,1505,13864,114
2021-01-12,5,13817,488,1200,867,873,4766,872,100,2846,424,1518,13955,137
2021-01-12,6,14411,481,1218,927,916,4968,917,103,2961,446,1574,14511,101
2021-01-12,7,15534,505,1195,1006,1008,5337,997,108,3175,452,1696,15478,-56
2021-01-12,8,16657,528,1244,1102,1093,5813,1103,110,3408,484,1850,16736,79
2021-01-12,9,17379,556,1268,1146,1133,6188,1156,116,3566,517,1912,17556,177
2021-01-12,10,17798,566,1276,1157,1125,6343,1163,115,3657,533,1926,17862,64
2021-01-12,11,18021,568,1288,1158,1107,6449,1171,115,3707,552,1953,18068,46
2021-01-12,12,18138,548,1267,1166,1083,6592,1170,115,3763,558,1957,18219,81
2021-01-12,13,18172,542,1260,1154,1061,6649,1176,114,3759,551,1964,18229,57
2021-01-12,14,18003,521,1249,1148,1045,6601,1168,108,3736,548,1960,18084,81
2021-01-12,15,17913,518,1252,1151,1072,6583,1165,102,3625,542,1971,17982,68
2021-01-12,16,17998,526,1282,1147,1117,6577,1172,116,3657,551,1979,18123,125
2021-01-12,17,18668,542,1338,1205,1203,6696,1236,115,3808,566,2013,18722,54
2021-01-12,18,19426,567,1367,1282,1276,6873,1340,117,3972,582,2052,19427,1
2021-01-12,19,18971,575,1346,1218,1239,6764,1315,116,3868,561,1976,18978,6
2021-01-12,20,18413,598,1365,1182,1198,6546,1263,112,3775,575,1922,18536,123
2021-01-12,21,17971,600,1376,1142,1147,6347,1209,111,3688,556,1856,18033,62
2021-01-12,22,17179,591,1343,1086,1080,6092,1146,106,3526,519,1798,17287,108
2021-01-12,23,16181,579,1303,1016,1013,5736,1065,104,3405,506,1648,16374,193
2021-01-12,24,15152,548,1241,938,948,5394,978,101,3156,471,1515,15290,137
2021-01-13,1,14414,549,1218,903,910,5103,928,98,2983,432,1478,14601,187
2021-01-13,2,14028,552,1201,865,883,4906,887,95,2921,439,1461,14209,181
2021-01-13,3,13767,549,1185,844,868,4799,867,95,2810,431,1463,13912,145
2021-01-13,4,13609,547,1178,852,861,4739,864,97,2772,417,1455,13781,172
2021-01-13,5,13736,551,1174,864,863,4765,878,97,2784,415,1485,13875,140
2021-01-13,6,14254,540,1191,912,918,4928,923,100,2897,407,1540,14356,102
2021-01-13,7,15198,539,1156,987,978,5273,1001,97,3154,459,1658,15303,105
2021-01-13,8,16449,563,1193,1085,1067,5787,1099,99,3445,493,1794,16625,176
2021-01-13,9,17141,591,1235,1149,1105,6143,1153,100,3584,508,1850,17418,278
2021-01-13,10,17408,584,1242,1137,1123,6275,1168,102,3597,516,1843,17588,181
2021-01-13,11,17506,569,1225,1132,1112,6408,1168,100,3677,527,1787,17705,198
2021-01-13,12,17484,549,1224,1155,1108,6525,1161,103,3656,538,1680,17699,216
2021-01-13,13,17342,518,1242,1170,1086,6532,1162,101,3564,532,1591,17497,154
2021-01-13,14,17175,505,1247,1162,1078,6408,1132,87,3499,526,1591,17237,62
2021-01-13,15,16899,513,1249,1134,1077,6313,1112,98,3448,516,1637,17095,197
2021-01-13,16,17119,520,1251,1168,1093,6333,1136,103,3446,517,1693,17259,140
2021-01-13,17,17789,537,1293,1223,1174,6483,1198,107,3561,530,1803,17911,122
2021-01-13,18,18678,560,1347,1289,1250,6763,1301,112,3744,557,1892,18816,138
2021-01-13,19,18262,569,1340,1238,1211,6674,1276,113,3594,550,1851,18416,154
2021-01-13,20,17882,575,1334,1189,1172,6454,1229,110,3492,549,1817,17919,37
2021-01-13,21,17282,580,1298,1125,1123,6213,1172,108,3439,540,1778,17377,95
2021-01-13,22,16514,561,1260,1070,1068,5955,1107,105,3316,512,1719,16673,159
2021-01-13,23,15533,563,1237,1002,988,5615,1022,103,3165,473,1583,15751,218
2021-01-13,24,14651,555,1274,910,913,5254,940,99,2983,437,1469,14832,182
2021-01-14,1,14090,527,1238,876,863,4973,884,98,2876,404,1460,14199,109
2021-01-14,2,13744,546,1201,843,855,4771,844,96,2790,394,1454,13794,50
2021-01-14,3,13516,548,1200,811,843,4631,824,95,2741,389,1471,13553,38
2021-01-14,4,13444,545,1197,831,833,4585,819,95,2705,413,1467,13489,45
2021-01-14,5,13693,543,1191,849,847,4588,833,98,2744,408,1501,13602,-90
2021-01-14,6,14147,530,1157,890,912,4759,880,102,2838,423,1568,14060,-87
